customerid,subscription_start_date,subscription_type,renewal_date,plan_type,contract_type,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,churn_flag,customer_name,country,state,gender,dob,escalations,csat_score,complaint_count,churn_risk,tenure_days
1829-YRDBJ,23-11-2024 00:00,Organic,23-11-2025 00:00,Standard,Annual,,,12.78,741,67,0,Diya,India,Madhya Pradesh,Female,18-11-1986 00:00,,,0,Medium,365
1830-EGKRF,11-03-2020 00:00,Paid,11-03-2021 00:00,Standard,Annual,,,13.89,323,51,0,Neha,India,Tamil Nadu,Female,05-11-2000 00:00,,,0,Medium,365
1831-GGNTY,03-02-2020 00:00,Organic,03-02-2021 00:00,Premium,Monthly,,,20.96,674,46,0,Isha,India,Uttar Pradesh,Female,25-10-1998 00:00,,,0,Low,366
1832-SKYQS,19-02-2021 00:00,Paid,19-02-2022 00:00,Premium,Annual,30-08-2021 00:00,Switched to competitor,24.17,1167,28,1,Saurabh,India,Kerala,Male,23-05-2001 00:00,Y,50,1,Low,365
1833-FLDJG,24-12-2020 00:00,Organic,24-12-2021 00:00,Basic,Monthly,,,7.38,618,43,0,Vivek,India,Nagaland,Male,11-11-1994 00:00,,,0,Low,365
1834-XANNN,25-10-2019 00:00,Paid,25-10-2020 00:00,Premium,Monthly,,,21.74,1207,78,0,Aditi,India,Karnataka,Female,01-03-1971 00:00,,,0,High,366
1835-KRFYQ,19-06-2020 00:00,Refferal,19-06-2021 00:00,Basic,Monthly,,,7.26,232,35,0,Diya,India,Karnataka,Female,16-08-1981 00:00,,,0,Low,365
1836-DRPYD,19-12-2024 00:00,Organic,19-12-2025 00:00,Standard,Monthly,,,12.17,763,99,0,Kavya,India,Maharashtra,Female,02-04-1996 00:00,,,0,High,365
1837-VTRYB,24-04-2020 00:00,Paid,24-04-2021 00:00,Basic,Annual,10-10-2020 00:00,Forgot to cancel trial,5.99,573,14,1,Sneha,India,Delhi,Female,17-10-1986 00:00,,,0,Low,365
1838-SDVCW,28-03-2023 00:00,Paid,28-03-2024 00:00,Standard,Monthly,,,15.19,889,71,0,Rahul,India,West Bengal,Male,10-12-1993 00:00,N,90,1,High,366
1839-BHHDW,17-06-2020 00:00,Organic,17-06-2021 00:00,Basic,Annual,,,7.71,650,49,0,Rohan,India,Tamil Nadu,Male,17-10-1981 00:00,,,0,Low,365
1840-HTQTF,23-05-2019 00:00,Paid,23-05-2020 00:00,Basic,Monthly,,,5.99,380,47,0,Vivek,India,Uttar Pradesh,Male,06-03-1997 00:00,,,0,Low,366
1841-TYYPW,17-03-2024 00:00,Paid,17-03-2025 00:00,Standard,Monthly,23-11-2024 00:00,Poor streaming quality,14.38,759,99,1,Aditya,India,Rajasthan,Male,27-03-1998 00:00,,,0,High,365
1842-TSBJE,11-01-2024 00:00,Refferal,11-01-2025 00:00,Premium,Monthly,,,20.3,1026,83,0,Varun,India,Delhi,Male,07-07-2004 00:00,Y,100,1,High,366
1843-RPQBK,13-10-2023 00:00,Organic,13-10-2024 00:00,Standard,Annual,,,14.91,1076,61,0,Pooja,India,Tamil Nadu,Female,28-04-1997 00:00,,,0,Medium,366
1844-NRXZX,07-02-2019 00:00,Organic,07-02-2020 00:00,Basic,Monthly,,,5.99,352,60,0,Pooja,India,Meghalaya,Female,14-04-1976 00:00,,,0,Medium,365
1845-SWTFX,13-08-2022 00:00,Paid,13-08-2023 00:00,Basic,Monthly,,,9.21,591,31,0,Kritika,India,Gujarat,Female,16-09-1974 00:00,,,0,Low,365
1846-RYNWV,04-12-2023 00:00,Paid,04-12-2024 00:00,Standard,Annual,,,13.34,764,73,0,Aditya,India,Uttar Pradesh,Male,15-10-1999 00:00,,,0,High,366
1847-JMTAT,15-06-2020 00:00,Paid,15-06-2021 00:00,Basic,Annual,,,5.99,291,46,0,Omkar,India,Nagaland,Male,13-09-1995 00:00,,,0,Low,365
1848-QSRAL,10-10-2022 00:00,Paid,10-10-2023 00:00,Basic,Monthly,,,5.99,435,48,0,Neha,India,Uttar Pradesh,Female,09-08-1971 00:00,,,0,Low,365
1849-QHSGJ,15-07-2019 00:00,Paid,15-07-2020 00:00,Basic,Annual,,,13.33,334,54,0,Shreya,India,Delhi,Female,26-04-2002 00:00,,,0,Medium,366
1850-NNZHQ,04-03-2021 00:00,Organic,04-03-2022 00:00,Premium,Annual,23-11-2021 00:00,Switched to competitor,19.75,1207,77,1,Madhav,India,Delhi,Male,06-10-1970 00:00,N,90,1,High,365
1851-GWJCF,04-12-2021 00:00,Refferal,04-12-2022 00:00,Standard,Monthly,19-08-2022 00:00,Not enough content,10.5,1083,12,1,Rohan,India,Delhi,Male,27-11-1989 00:00,N,70,1,Low,365
1852-QWQRA,19-08-2022 00:00,Refferal,19-08-2023 00:00,Basic,Annual,,,8.85,703,22,0,Shreya,India,Delhi,Female,07-10-1986 00:00,,,0,Low,365
1853-DXVAR,20-03-2021 00:00,Paid,20-03-2022 00:00,Standard,Monthly,,,8.19,716,59,0,Akash,India,Nagaland,Male,08-01-1977 00:00,,,0,Medium,365
1854-YVJHA,25-07-2021 00:00,Organic,25-07-2022 00:00,Basic,Annual,,,10.02,565,18,0,Kunal,India,Maharashtra,Male,20-10-1992 00:00,,,0,Low,365
1855-RRLAM,11-07-2023 00:00,Paid,11-07-2024 00:00,Basic,Annual,,,5.99,285,50,0,Shreya,India,Delhi,Female,26-11-1988 00:00,,,0,Medium,366
1856-BDHJC,08-08-2024 00:00,Paid,08-08-2025 00:00,Premium,Annual,,,20.09,813,34,0,Aarav,India,West Bengal,Male,22-03-1995 00:00,,,0,Low,365
1857-NPFJH,28-12-2020 00:00,Refferal,28-12-2021 00:00,Basic,Monthly,,,9.88,564,44,0,Mansi,India,Delhi,Female,22-10-1981 00:00,,,0,Low,365
1858-BJBWB,07-11-2021 00:00,Organic,07-11-2022 00:00,Standard,Monthly,,,10.8,694,49,0,Kritika,India,Maharashtra,Female,10-08-1998 00:00,,,0,Low,365
1859-CUMJH,04-04-2020 00:00,Refferal,04-04-2021 00:00,Standard,Monthly,14-08-2020 00:00,Too expensive,19.76,1349,30,1,Ananya,India,Karnataka,Female,11-01-1983 00:00,,,0,Low,365
1860-QEYNN,14-09-2021 00:00,Organic,14-09-2022 00:00,Basic,Annual,19-03-2022 00:00,Poor streaming quality,10.18,869,48,1,Varun,India,Maharashtra,Male,18-08-1981 00:00,,,0,Low,365
1861-YTMVN,16-07-2021 00:00,Paid,16-07-2022 00:00,Basic,Monthly,,,8.81,579,61,0,Aniket,India,Telangana,Male,14-06-1976 00:00,,,0,Medium,365
1862-YZFVD,18-01-2019 00:00,Organic,18-01-2020 00:00,Standard,Monthly,16-06-2019 00:00,Not enough content,16.68,520,81,1,Shreya,India,Uttar Pradesh,Female,11-05-1997 00:00,,,0,High,365
1863-NKNXE,18-03-2022 00:00,Paid,18-03-2023 00:00,Premium,Monthly,,,18.09,772,60,0,Shreya,India,Delhi,Female,10-09-2002 00:00,,,0,Medium,365
1864-UDNCQ,18-09-2021 00:00,Refferal,18-09-2022 00:00,Basic,Annual,,,7.85,444,70,0,Kunal,India,Maharashtra,Male,18-12-1999 00:00,,,0,High,365
1865-UNXGH,03-02-2023 00:00,Organic,03-02-2024 00:00,Basic,Monthly,,,7.9,652,51,0,Madhav,India,Tamil Nadu,Male,16-07-1983 00:00,,,0,Medium,365
1866-NUPQZ,19-08-2022 00:00,Paid,19-08-2023 00:00,Basic,Monthly,,,5.99,504,39,0,Madhav,India,Goa,Male,01-10-1991 00:00,,,0,Low,365
1867-VJRRT,24-12-2019 00:00,Paid,24-12-2020 00:00,Basic,Monthly,29-05-2020 00:00,Forgot to cancel trial,10.63,162,41,1,Saurabh,India,Bihar,Male,11-11-1970 00:00,,,0,Low,366
1868-MDWJF,11-05-2019 00:00,Organic,11-05-2020 00:00,Basic,Monthly,,,9.35,338,35,0,Priya,India,Uttar Pradesh,Female,27-06-2003 00:00,,,0,Low,366
1869-YVNEU,08-06-2020 00:00,Organic,08-06-2021 00:00,Premium,Monthly,19-12-2020 00:00,Poor streaming quality,19.62,539,57,1,Saurabh,India,Maharashtra,Male,24-09-1992 00:00,,,0,Medium,365
1870-HRCJK,13-04-2021 00:00,Paid,13-04-2022 00:00,Premium,Annual,,,16.14,1213,77,0,Isha,India,Uttar Pradesh,Female,12-06-1981 00:00,,,0,High,365
1871-EADQZ,03-05-2021 00:00,Organic,03-05-2022 00:00,Premium,Annual,,,22.42,1019,27,0,Diya,India,Maharashtra,Female,06-05-1985 00:00,,,0,Low,365
1872-ZHXJW,07-08-2020 00:00,Organic,07-08-2021 00:00,Basic,Monthly,,,7.98,764,63,0,Diya,India,Tamil Nadu,Female,04-06-1972 00:00,,,0,Medium,365
1873-CRSLN,09-07-2022 00:00,Paid,09-07-2023 00:00,Standard,Annual,,,12.37,926,52,0,Harsh,India,Delhi,Male,19-01-1983 00:00,,,0,Medium,365
1874-PENWY,04-08-2020 00:00,Organic,04-08-2021 00:00,Standard,Annual,,,17.19,1116,64,0,Mira,India,Kerala,Female,28-02-1992 00:00,,,0,Medium,365
1875-ZUUWV,16-09-2020 00:00,Refferal,16-09-2021 00:00,Standard,Annual,12-02-2021 00:00,Too expensive,14.17,758,80,1,Siddharth,India,Delhi,Male,17-10-1983 00:00,,,0,High,365
1876-LVCTQ,09-06-2020 00:00,Refferal,09-06-2021 00:00,Premium,Annual,04-10-2020 00:00,Too expensive,19.1,1225,86,1,Yash,India,Karnataka,Male,06-01-1996 00:00,,,0,High,365
1877-TJMAU,12-05-2020 00:00,Paid,12-05-2021 00:00,Premium,Monthly,25-04-2021 00:00,Poor streaming quality,20.02,1083,53,1,Aarav,India,Maharashtra,Male,19-12-2001 00:00,,,0,Medium,365
1878-YYDGY,06-03-2020 00:00,Refferal,06-03-2021 00:00,Standard,Annual,,,15.01,665,52,0,Harsh,India,Gujarat,Male,24-03-2000 00:00,N,30,2,Medium,365
1879-AHNCK,20-01-2019 00:00,Organic,20-01-2020 00:00,Basic,Annual,,,11.73,764,66,0,Manish,India,Maharashtra,Male,15-07-2004 00:00,,,0,Medium,365
1880-JKPAJ,01-01-2023 00:00,Organic,01-01-2024 00:00,Premium,Monthly,17-02-2023 00:00,Poor streaming quality,23.06,836,38,1,Kritika,India,Delhi,Female,16-02-1973 00:00,N,90,1,Low,365
1881-XRMEA,18-03-2023 00:00,Organic,18-03-2024 00:00,Premium,Annual,26-08-2023 00:00,Not enough content,24.97,705,48,1,Meera,India,Kerala,Female,14-12-1987 00:00,N,60,4,Low,366
1882-DTYTQ,14-03-2024 00:00,Organic,14-03-2025 00:00,Standard,Monthly,,,12.56,524,30,0,Tanvi,India,Tamil Nadu,Female,13-03-2000 00:00,,,0,Low,365
1883-MVTAZ,04-03-2019 00:00,Organic,04-03-2020 00:00,Basic,Annual,,,7.17,535,9,0,Madhav,India,Goa,Male,18-10-1992 00:00,,,0,Low,366
1884-ELXZS,02-07-2022 00:00,Organic,02-07-2023 00:00,Premium,Monthly,,,22.98,934,41,0,Mira,India,Rajasthan,Female,22-09-1997 00:00,,,0,Low,365
1885-LRZZC,24-10-2022 00:00,Refferal,24-10-2023 00:00,Standard,Monthly,,,15.11,850,79,0,Manish,India,Delhi,Male,14-02-1978 00:00,,,0,High,365
1886-ZRWUZ,19-04-2019 00:00,Organic,19-04-2020 00:00,Premium,Monthly,23-05-2019 00:00,Too expensive,22.87,849,36,1,Mansi,India,Karnataka,Female,15-05-1997 00:00,Y,20,2,Low,366
1887-UAAPK,04-05-2019 00:00,Paid,04-05-2020 00:00,Standard,Monthly,,,14.37,344,71,0,Shreya,India,Rajasthan,Female,01-10-1977 00:00,,,0,High,366
1888-TDFSE,26-09-2019 00:00,Refferal,26-09-2020 00:00,Standard,Monthly,,,12.02,650,69,0,Avni,India,Gujarat,Female,23-12-1999 00:00,,,0,Medium,366
1889-PMGFB,03-09-2019 00:00,Paid,03-09-2020 00:00,Basic,Annual,,,9.01,658,13,0,Isha,India,Karnataka,Female,24-02-1977 00:00,,,0,Low,366
1890-UZHZE,15-01-2022 00:00,Paid,15-01-2023 00:00,Basic,Annual,08-12-2022 00:00,Not enough content,5.99,658,57,1,Aditi,India,Maharashtra,Female,25-06-1983 00:00,,,0,Medium,365
1891-DBBDX,17-04-2024 00:00,Organic,17-04-2025 00:00,Standard,Annual,03-12-2024 00:00,Too expensive,12.46,546,61,1,Kunal,India,Gujarat,Male,23-02-2004 00:00,,,0,Medium,365
1892-XMSXM,06-02-2021 00:00,Paid,06-02-2022 00:00,Standard,Annual,24-08-2021 00:00,Switched to competitor,12.8,350,27,1,Ananya,India,Meghalaya,Female,12-04-1980 00:00,,,0,Low,365
1893-YRUZJ,09-01-2020 00:00,Organic,09-01-2021 00:00,Standard,Monthly,,,14.76,770,20,0,Raghav,India,Uttar Pradesh,Male,02-02-1995 00:00,,,0,Low,366
1894-ATTEZ,18-05-2024 00:00,Paid,18-05-2025 00:00,Standard,Monthly,,,13.41,578,74,0,Harsh,India,Gujarat,Male,12-02-1997 00:00,,,0,High,365
1895-UTZGK,20-02-2019 00:00,Organic,20-02-2020 00:00,Basic,Monthly,,,7.27,644,66,0,Raghav,India,Uttar Pradesh,Male,14-08-1979 00:00,,,0,Medium,365
1896-ZHWGJ,05-11-2024 00:00,Organic,05-11-2025 00:00,Premium,Annual,,,21.69,351,64,0,Sneha,India,Rajasthan,Female,06-09-1996 00:00,,,0,Medium,365
1897-LVYYU,26-05-2023 00:00,Refferal,26-05-2024 00:00,Standard,Monthly,,,15.65,623,70,0,Kunal,India,Delhi,Male,15-10-1974 00:00,,,0,High,366
1898-JAZCN,24-05-2019 00:00,Organic,24-05-2020 00:00,Standard,Annual,18-08-2019 00:00,Too expensive,13.45,513,47,1,Riya,India,Bihar,Female,11-04-1978 00:00,,,0,Low,366
1899-LGTJJ,20-12-2024 00:00,Paid,20-12-2025 00:00,Standard,Monthly,,,14.72,920,91,0,Aarav,India,Bihar,Male,21-05-1987 00:00,Y,90,2,High,365
1900-VTNGV,06-02-2020 00:00,Organic,06-02-2021 00:00,Premium,Monthly,,,18.1,855,76,0,Omkar,India,Meghalaya,Male,28-06-1971 00:00,,,0,High,366
1901-FASBQ,07-01-2019 00:00,Organic,07-01-2020 00:00,Basic,Annual,,,8.84,941,67,0,Aditi,India,Tamil Nadu,Female,05-08-1985 00:00,,,0,Medium,365
1902-QYBVA,25-08-2023 00:00,Paid,25-08-2024 00:00,Standard,Monthly,09-04-2024 00:00,Too expensive,16.24,1102,64,1,Siddharth,India,Delhi,Male,08-02-2000 00:00,,,0,Medium,366
1903-SQUBN,15-04-2019 00:00,Organic,15-04-2020 00:00,Basic,Monthly,11-01-2020 00:00,Too expensive,8.31,501,50,1,Harsh,India,Uttar Pradesh,Male,11-09-1999 00:00,,,0,Medium,366
1904-WNADM,27-08-2023 00:00,Paid,27-08-2024 00:00,Basic,Annual,,,11.43,949,26,0,Arjun,India,Rajasthan,Male,14-02-1996 00:00,,,0,Low,366
1905-GMCEJ,01-09-2021 00:00,Organic,01-09-2022 00:00,Standard,Annual,,,15.09,985,15,0,Rohan,India,Rajasthan,Male,28-09-1996 00:00,,,0,Low,365
1906-ARSHV,22-10-2022 00:00,Refferal,22-10-2023 00:00,Premium,Monthly,20-07-2023 00:00,Switched to competitor,16.37,896,76,1,Siddharth,India,Kerala,Male,27-03-1981 00:00,,,0,High,365
1907-SBQCP,01-02-2022 00:00,Organic,01-02-2023 00:00,Standard,Monthly,25-11-2022 00:00,Not enough content,12.69,1182,58,1,Neha,India,Maharashtra,Female,04-12-1973 00:00,N,50,2,Medium,365
1908-BAHCL,24-08-2022 00:00,Paid,24-08-2023 00:00,Standard,Annual,,,12.88,872,26,0,Aarav,India,Delhi,Male,05-01-1984 00:00,,,0,Low,365
1909-FSYWF,16-03-2021 00:00,Paid,16-03-2022 00:00,Standard,Annual,,,18.31,824,51,0,Aditya,India,Maharashtra,Male,25-02-1971 00:00,,,0,Medium,365
1910-PHUWD,11-02-2023 00:00,Refferal,11-02-2024 00:00,Standard,Monthly,,,16.94,854,38,0,Saurabh,India,Madhya Pradesh,Male,05-02-1991 00:00,,,0,Low,365
1911-MFKDU,04-08-2019 00:00,Refferal,04-08-2020 00:00,Basic,Monthly,06-03-2020 00:00,Poor streaming quality,10.7,820,88,1,Nandini,India,West Bengal,Female,15-08-1997 00:00,,,0,High,366
1912-MZUMT,27-02-2021 00:00,Paid,27-02-2022 00:00,Basic,Annual,,,6.05,365,90,0,Vivek,India,Rajasthan,Male,17-04-1989 00:00,N,70,1,High,365
1913-NZXEN,05-04-2024 00:00,Refferal,05-04-2025 00:00,Standard,Monthly,25-10-2024 00:00,Too expensive,13.25,1067,63,1,Priya,India,Rajasthan,Female,05-05-1997 00:00,,,0,Medium,365
1914-KLDQF,08-11-2023 00:00,Paid,08-11-2024 00:00,Basic,Annual,,,9.87,608,54,0,Pallavi,India,Tamil Nadu,Female,22-07-1973 00:00,,,0,Medium,366
1915-ANWUM,07-06-2019 00:00,Organic,07-06-2020 00:00,Standard,Annual,05-03-2020 00:00,Forgot to cancel trial,14.09,308,60,1,Sneha,India,Goa,Female,28-10-1990 00:00,,,0,Medium,366
1916-TJDWQ,27-12-2022 00:00,Organic,27-12-2023 00:00,Basic,Annual,,,7.34,242,47,0,Arjun,India,Tamil Nadu,Male,05-05-2003 00:00,,,0,Low,365
1917-MCBMJ,18-10-2020 00:00,Refferal,18-10-2021 00:00,Standard,Monthly,,,14.84,1085,51,0,Diya,India,Uttar Pradesh,Female,14-02-2001 00:00,Y,100,1,Medium,365
1918-EWEAE,02-02-2022 00:00,Organic,02-02-2023 00:00,Standard,Monthly,,,17.45,999,45,0,Avni,India,Tamil Nadu,Female,09-02-1970 00:00,N,40,1,Low,365
1919-XAJAA,06-08-2019 00:00,Organic,06-08-2020 00:00,Standard,Annual,,,13.83,773,37,0,Siddharth,India,Karnataka,Male,09-03-1999 00:00,,,0,Low,366
1920-YAKYG,23-08-2020 00:00,Organic,23-08-2021 00:00,Basic,Annual,,,6.32,537,15,0,Yash,India,Uttar Pradesh,Male,23-02-1990 00:00,,,0,Low,365
1921-VFRHU,28-08-2020 00:00,Organic,28-08-2021 00:00,Basic,Annual,,,9.37,739,23,0,Priya,India,Maharashtra,Female,14-12-1997 00:00,,,0,Low,365
1922-RJLAW,18-01-2020 00:00,Organic,18-01-2021 00:00,Basic,Annual,,,6.6,714,47,0,Riya,India,Tamil Nadu,Female,16-12-1996 00:00,,,0,Low,366
1923-DUXUY,07-06-2020 00:00,Refferal,07-06-2021 00:00,Basic,Monthly,10-08-2020 00:00,Switched to competitor,7.92,362,60,1,Pranav,India,Maharashtra,Male,19-09-1986 00:00,,,0,Medium,365
1924-RHWBQ,20-04-2024 00:00,Organic,20-04-2025 00:00,Basic,Annual,23-09-2024 00:00,Poor streaming quality,7.56,487,37,1,Nikhil,India,Delhi,Male,28-04-1972 00:00,,,0,Low,365
1925-DVAPT,13-10-2021 00:00,Paid,13-10-2022 00:00,Basic,Annual,,,7.6,338,9,0,Vivek,India,Maharashtra,Male,03-05-1987 00:00,,,0,Low,365
1926-ZKBMQ,15-04-2023 00:00,Organic,15-04-2024 00:00,Basic,Annual,03-12-2023 00:00,Poor streaming quality,7.36,384,36,1,Pooja,India,Maharashtra,Female,06-07-1970 00:00,,,0,Low,366
1927-MFKYW,01-12-2020 00:00,Organic,01-12-2021 00:00,Premium,Monthly,,,20.85,787,73,0,Sakshi,India,Delhi,Female,13-11-2002 00:00,,,0,High,365
1928-DTNGW,04-06-2019 00:00,Organic,04-06-2020 00:00,Basic,Annual,,,6.56,232,14,0,Priya,India,Karnataka,Female,12-02-1976 00:00,,,0,Low,366
1929-WNLYM,18-09-2019 00:00,Paid,18-09-2020 00:00,Basic,Annual,,,6.92,411,36,0,Madhav,India,Rajasthan,Male,23-06-1978 00:00,,,0,Low,366
1930-CEYAU,19-03-2020 00:00,Organic,19-03-2021 00:00,Standard,Monthly,,,11.14,706,45,0,Sakshi,India,Maharashtra,Female,13-11-2001 00:00,N,70,1,Low,365
1931-BNRUJ,24-01-2020 00:00,Organic,24-01-2021 00:00,Standard,Monthly,,,15.3,532,43,0,Varun,India,Maharashtra,Male,14-12-1990 00:00,,,0,Low,366
1932-FUWTB,12-03-2023 00:00,Paid,12-03-2024 00:00,Standard,Annual,11-09-2023 00:00,Poor streaming quality,11.95,388,50,1,Pooja,India,Telangana,Female,28-03-1981 00:00,,,0,Medium,366
1933-QGEAW,23-10-2019 00:00,Refferal,23-10-2020 00:00,Standard,Monthly,,,15.25,525,14,0,Rahul,India,Karnataka,Male,10-02-1987 00:00,,,0,Low,366
1934-GVJWZ,20-04-2024 00:00,Organic,20-04-2025 00:00,Basic,Annual,25-11-2024 00:00,Too expensive,8.65,1054,46,1,Diya,India,Karnataka,Female,27-08-1974 00:00,N,100,1,Low,365
1935-KABZY,14-12-2024 00:00,Refferal,14-12-2025 00:00,Premium,Monthly,,,21.76,864,38,0,Saurabh,India,Rajasthan,Male,13-06-1972 00:00,,,0,Low,365
1936-NYAPF,07-02-2024 00:00,Paid,07-02-2025 00:00,Premium,Annual,18-01-2025 00:00,Not enough content,17.08,551,55,1,Siddharth,India,Karnataka,Male,27-08-1975 00:00,Y,25,1,Medium,366
1937-JXGXE,07-12-2022 00:00,Organic,07-12-2023 00:00,Premium,Annual,,,23,1189,41,0,Saurabh,India,Rajasthan,Male,12-09-1994 00:00,,,0,Low,365
1938-VMWCP,06-12-2021 00:00,Paid,06-12-2022 00:00,Basic,Monthly,21-05-2022 00:00,Not enough content,6.59,356,92,1,Aditya,India,Tamil Nadu,Male,20-10-2001 00:00,,,0,High,365
1939-FJUVN,13-04-2024 00:00,Paid,13-04-2025 00:00,Premium,Monthly,07-01-2025 00:00,Too expensive,25.02,911,83,1,Avni,India,Karnataka,Female,12-03-1970 00:00,,,0,High,365
1940-SBAYQ,09-12-2022 00:00,Paid,09-12-2023 00:00,Basic,Annual,,,8.8,94,54,0,Aniket,India,Kerala,Male,24-08-1990 00:00,,,0,Medium,365
1941-MBSBM,13-01-2022 00:00,Paid,13-01-2023 00:00,Standard,Monthly,,,13.38,878,78,0,Kavya,India,Delhi,Female,17-09-1999 00:00,,,0,High,365
1942-KXWDX,20-12-2023 00:00,Organic,20-12-2024 00:00,Standard,Annual,,,10.9,998,46,0,Omkar,India,Telangana,Male,22-06-1974 00:00,,,0,Low,366
1943-CUHAL,23-04-2019 00:00,Organic,23-04-2020 00:00,Basic,Monthly,,,10.73,700,48,0,Aditi,India,Delhi,Female,14-06-1985 00:00,,,0,Low,366
1944-RRAKS,09-11-2023 00:00,Paid,09-11-2024 00:00,Premium,Annual,,,20.18,828,17,0,Varun,India,Madhya Pradesh,Male,06-12-1981 00:00,,,0,Low,366
1945-FUSVB,24-01-2022 00:00,Paid,24-01-2023 00:00,Premium,Annual,,,24.43,1241,50,0,Ananya,India,Telangana,Female,22-05-1983 00:00,,,0,Medium,365
1946-PDCLG,06-04-2022 00:00,Organic,06-04-2023 00:00,Premium,Annual,13-05-2022 00:00,Poor streaming quality,20.33,1015,97,1,Sneha,India,Telangana,Female,24-11-1995 00:00,,,0,High,365
1947-PUNQS,15-02-2022 00:00,Paid,15-02-2023 00:00,Standard,Annual,,,18.87,811,47,0,Manish,India,Maharashtra,Male,23-07-1979 00:00,,,0,Low,365
1948-KHATQ,25-06-2021 00:00,Organic,25-06-2022 00:00,Standard,Annual,,,10.65,441,81,0,Aditya,India,Gujarat,Male,10-06-1985 00:00,N,20,1,High,365
1949-GQDZF,17-08-2022 00:00,Paid,17-08-2023 00:00,Premium,Monthly,,,21.47,691,39,0,Isha,India,Tamil Nadu,Female,22-12-1979 00:00,,,0,Low,365
1950-CXNWU,07-01-2021 00:00,Organic,07-01-2022 00:00,Premium,Annual,09-12-2021 00:00,Too expensive,19.15,727,40,1,Vivek,India,Nagaland,Male,24-10-1986 00:00,,,0,Low,365
1951-LBARA,27-05-2024 00:00,Paid,27-05-2025 00:00,Basic,Monthly,05-07-2024 00:00,Poor streaming quality,6.78,233,72,1,Saurabh,India,Maharashtra,Male,06-09-1979 00:00,,,0,High,365
1952-PJPRM,26-03-2019 00:00,Organic,26-03-2020 00:00,Standard,Monthly,02-07-2019 00:00,Switched to competitor,14.48,529,84,1,Sneha,India,Maharashtra,Female,14-01-2004 00:00,Y,70,1,High,366
1953-SXGFV,24-01-2020 00:00,Refferal,24-01-2021 00:00,Standard,Annual,16-05-2020 00:00,Not enough content,12.41,779,42,1,Pooja,India,Uttar Pradesh,Female,22-09-1991 00:00,,,0,Low,366
1954-QYDFJ,21-07-2023 00:00,Refferal,21-07-2024 00:00,Premium,Monthly,28-02-2024 00:00,Not enough content,21.42,794,49,1,Rahul,India,Telangana,Male,15-10-1987 00:00,,,0,Low,366
1955-SBJSL,27-05-2024 00:00,Organic,27-05-2025 00:00,Premium,Monthly,13-04-2025 00:00,Poor streaming quality,18.56,1208,77,1,Varun,India,Tamil Nadu,Male,22-05-1993 00:00,N,40,1,High,365
1956-FAKMU,02-12-2020 00:00,Paid,02-12-2021 00:00,Premium,Monthly,30-07-2021 00:00,Forgot to cancel trial,20.31,823,45,1,Riya,India,Uttar Pradesh,Female,19-06-1978 00:00,Y,100,1,Low,365
1957-KEJQQ,15-09-2023 00:00,Organic,15-09-2024 00:00,Standard,Monthly,,,15.17,610,84,0,Harsh,India,Madhya Pradesh,Male,11-04-1985 00:00,,,0,High,366
1958-FNBYV,01-07-2020 00:00,Organic,01-07-2021 00:00,Basic,Annual,26-03-2021 00:00,Poor streaming quality,9,369,2,1,Vivek,India,Delhi,Male,07-12-2003 00:00,,,0,Low,365
1959-TBVTR,16-10-2023 00:00,Refferal,16-10-2024 00:00,Basic,Annual,,,7.92,258,21,0,Raghav,India,Gujarat,Male,10-04-1974 00:00,,,0,Low,366
1960-LHSHT,27-06-2020 00:00,Paid,27-06-2021 00:00,Basic,Monthly,,,6.52,483,59,0,Raghav,India,Madhya Pradesh,Male,23-10-1991 00:00,,,0,Medium,365
1961-QGXKX,15-01-2024 00:00,Refferal,15-01-2025 00:00,Standard,Monthly,,,9.07,417,7,0,Yash,India,Meghalaya,Male,03-01-1978 00:00,,,0,Low,366
1962-URTZG,22-02-2020 00:00,Organic,22-02-2021 00:00,Basic,Annual,,,9,348,2,0,Raghav,India,Karnataka,Male,09-08-1989 00:00,,,0,Low,366
1963-MRBZJ,07-08-2023 00:00,Organic,07-08-2024 00:00,Basic,Monthly,03-02-2024 00:00,Not enough content,6.83,390,81,1,Akash,India,Maharashtra,Male,05-01-1981 00:00,,,0,High,366
1964-PAGLL,03-10-2019 00:00,Refferal,03-10-2020 00:00,Premium,Annual,,,21.83,803,57,0,Neha,India,West Bengal,Female,01-02-1990 00:00,,,0,Medium,366
1965-CSZDN,12-01-2023 00:00,Paid,12-01-2024 00:00,Basic,Annual,,,9.68,630,49,0,Sneha,India,Karnataka,Female,09-04-1994 00:00,,,0,Low,365
1966-GTQSF,27-04-2023 00:00,Organic,27-04-2024 00:00,Premium,Annual,,,29.63,1535,6,0,Omkar,India,Maharashtra,Male,01-08-2001 00:00,,,0,Low,366
1967-ZFYTD,12-09-2020 00:00,Organic,12-09-2021 00:00,Premium,Monthly,,,20.36,981,68,0,Varun,India,Maharashtra,Male,13-10-1983 00:00,,,0,Medium,365
1968-ALNDH,11-04-2024 00:00,Organic,11-04-2025 00:00,Standard,Monthly,05-01-2025 00:00,Not enough content,13.06,659,42,1,Sneha,India,Bihar,Female,23-05-1994 00:00,Y,20,3,Low,365
